,AAPL,ACN,ADBE,ADI,ADP,ADSK,AMAT,AMD,AMZN,APH,ATVI,AVGO,CDNS,CRM,CRWD,CSCO,CTSH,DDOG,EA,EBAY,FB,FIS,FISV,FTNT,GOOGL,GPN,HPQ,IBM,INTC,INTU,KEYS,KLAC,LRCX,MA,MCHP,MRVL,MSFT,MSI,MU,NFLX,NOW,NVDA,NXPI,ORCL,PANW,PAYX,PYPL,QCOM,SHOP,SNAP,SNOW,SNPS,SQ,TEL,TWLO,TXN,V,WDAY,XLNX,ZM
,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-16 00:00:00-04:00,112.13,239.65,475.6,115.52,137.7,230.76,56.44,76.69,3077.14,109.11,79.96,367.15,102.58,250.74,131.14,40.42,70.725,89.42,126.77,50.42,263.6,148.74,102.23,116.96,1512.09,175.81,19.41,124.22,50.36,313.47,97.97,180.84,306.76,341.74,103.57,38.065,204.94,157.04,50.22,483.51,456.27,500.5601,128.59,60.43,246.87,79.76,180.91,114.56,885.82,24.86,253.92,207.02,151.14,101.87,228.84,139.63,205.14,205.65,102.33,408.18
2020-09-17 00:00:00-04:00,110.32,236.84,474.12,115.61,137.94,227.03,56.33,76.54,3010.56,110.04,78.76,366.0107,101.15,244.49,128.61,40.39,70.12,87.35,125.28,48.64,254.87,148.81,103.86,115.4,1487.78,181.46,19.15,124.92,50.28,307.38,98.26,180.64,305.87,339.32,103.57,38.7,202.96,158.07,50.98,470.245,453.99,498.54,127.76,60.2,241.43,79.51,175.83,114.87,870.7859,24.32,227.27,201.87,145.674,101.11,221.94,140.47,205.32,203.38,101.44,413.12
2020-09-18 00:00:00-04:00,106.6,236.07,467.33,114.94,135.01,225.14,56.16,74.92,2952.64,108.85,80.12,359.31,99.77,242.72,131.455,39.81,68.85,85.59,125.92,48.6,252.29,146.64,103.5,117.27,1451.09,179.2,18.94,122.76,49.89,300.14,97.1,178.99,307.22,335.16,101.41,38.48,200.45,157.32,50.74,469.97,452.86,487.46,126.08,59.76,241.6,78.56,176.08,110.71,901.34,23.815,238.0,197.93,145.08,98.56,225.43,138.55,202.51,200.45,100.73,439.0
2020-09-21 00:00:00-04:00,110.13,233.91,475.63,113.97,131.02,227.74,57.33,77.93,2962.0,103.43,81.41,351.96,102.1,245.05,138.2,39.05,67.39,88.11,128.29,50.14,248.04,144.11,99.61,117.83,1430.88,175.64,18.34,120.25,49.73,307.76,97.83,181.1,314.98,327.77,98.5,38.385,202.64,152.57,49.15,487.51,461.68,500.66,121.35,60.83,242.65,76.75,183.21,111.99,927.2,23.875,233.01,202.11,151.03,96.36,238.22,136.98,197.5,203.55,99.42,468.49
2020-09-22 00:00:00-04:00,111.8,236.87,486.79,114.7,132.87,229.43,57.87,77.71,3129.0,104.63,82.63,361.8,102.83,247.78,142.68,39.32,68.24,93.43,130.99,50.91,254.73,146.19,101.13,118.64,1459.83,179.81,18.43,120.52,49.94,317.13,97.43,183.24,318.55,335.61,99.21,38.86,207.38,157.26,49.7,491.16,470.55,505.68,122.64,60.62,246.52,77.61,187.71,113.82,954.25,25.47,235.16,204.99,155.52,96.33,237.0,138.645,200.57,211.75,100.02,492.57
2020-09-23 00:00:00-04:00,107.23,230.65,470.28,112.53,128.59,221.87,57.27,74.75,2997.44,103.31,80.15,351.68,99.72,236.13,138.59,38.2882,67.09,91.1,128.42,50.73,249.02,143.61,99.43,115.26,1410.0,174.77,18.315,118.84,48.83,305.01,96.35,180.91,317.07,324.54,97.54,37.57,200.59,152.21,49.86,470.6,460.57,485.05,120.02,58.96,239.13,76.07,181.57,110.52,917.03,25.36,217.0,197.79,149.72,93.95,232.0,135.17,195.42,207.39,97.21,500.69
2020-09-24 00:00:00-04:00,108.2015,214.31,467.67,112.71,130.81,220.96,57.81,75.815,3018.58,104.14,79.69,352.51,102.13,237.5,133.96,37.84,66.9,88.36,129.32,51.78,249.52,144.21,98.26,115.51,1422.88,172.36,18.15,118.09,49.16,308.74,96.61,184.53,327.47,328.22,97.77,37.89,203.18,151.64,49.47,473.09,460.12,493.92,119.15,59.3,237.8,75.91,182.22,112.19,908.76,24.32,226.73,201.51,152.36,94.18,238.41,136.68,195.47,208.58,99.01,465.18
2020-09-25 00:00:00-04:00,112.28,214.77,479.55,113.48,134.56,227.86,58.22,78.05,3094.65,105.65,80.98,356.78,103.71,242.92,136.4,38.46,68.09,90.67,131.19,52.48,254.82,146.0,102.16,116.82,1439.05,175.0,18.29,118.99,49.93,318.54,98.1498,187.9,330.3,331.87,99.07,38.0414,207.77,154.01,49.14,482.65,479.97,515.0,119.72,59.8,242.13,77.7,187.25,114.51,960.93,24.69,229.03,208.55,157.79,95.36,244.88,138.36,197.26,215.71,100.38,496.5
2020-09-28 00:00:00-04:00,115.0,222.95,488.72,116.96,137.42,232.15,59.31,79.52,3175.04,108.11,81.96,367.29,105.25,246.83,137.46,39.14,69.31,92.25,132.3,54.05,256.91,147.99,104.08,117.2,1459.7,178.54,18.86,121.73,51.45,325.8,100.24,193.24,336.67,338.61,103.09,39.92,209.61,156.68,49.74,490.64,484.22,521.4,124.0,59.6,246.07,79.59,192.01,118.48,966.09,25.75,250.41,212.75,160.7,97.12,244.52,141.94,200.46,220.48,103.86,487.855
2020-09-29 00:00:00-04:00,114.11,224.07,489.33,116.65,137.54,232.92,59.67,81.75,3142.92,108.62,80.76,364.56,105.75,247.39,136.18,39.04,68.98,90.92,129.99,52.65,261.79,148.78,103.59,117.13,1466.02,177.46,18.91,120.94,51.19,323.75,99.6,193.33,337.71,336.03,102.75,39.4,207.16,157.65,50.7099,493.56,487.98,528.72,123.22,59.47,246.49,79.16,194.48,117.35,1023.15,25.98,259.13,212.32,164.81,97.44,248.79,141.53,199.44,220.97,103.6,465.45
2020-09-30 00:00:00-04:00,115.61,225.97,489.63,116.68,139.5,230.94,59.44,81.9301,3147.425,108.2,80.9,364.32,106.57,251.01,137.2,39.36,69.42,102.16,130.39,52.1,261.8,147.16,103.06,117.65,1465.6,177.57,18.98,121.53,51.77,326.22,98.74,193.8,331.37,337.65,102.77,39.69,210.32,156.73,46.96,499.72,484.62,540.895,124.715,59.66,244.74,79.74,197.03,117.68,1022.5,26.11,251.0,213.89,162.56,97.71,247.26,142.71,199.6,215.045,104.32,469.69
2020-10-01 00:00:00-04:00,116.8,225.35,499.52,119.0,137.71,233.92,60.64,84.89,3222.01,109.79,82.68,368.91,108.63,253.37,142.67,38.81,69.32,103.52,132.78,52.4,266.63,146.86,104.26,120.26,1487.95,179.14,19.0,121.11,52.26,332.43,97.47,198.89,339.25,343.15,107.03,40.3,212.46,156.83,47.92,527.71,492.31,544.7,130.99,59.68,250.48,79.37,196.88,119.52,1054.7675,26.77,243.41,217.09,168.6,98.43,256.64,144.94,203.34,220.59,105.89,483.08
2020-10-02 00:00:00-04:00,113.02,222.55,478.64,114.06,138.62,225.47,58.21,81.84,3125.93,109.39,78.32,356.84,105.29,247.95,139.87,38.26,68.86,103.58,129.04,51.67,259.91,145.16,101.61,116.38,1454.56,178.44,19.09,120.56,51.01,321.96,98.27,191.97,328.58,338.83,103.76,39.78,206.18,156.92,46.575,503.32,492.91,522.48,127.53,58.83,245.09,79.42,191.97,115.47,1029.87,26.63,227.14,212.11,169.61,98.37,290.36,141.09,201.46,219.08,102.58,482.22
2020-10-05 00:00:00-04:00,116.54,223.49,486.47,116.59,140.96,228.89,60.61,86.14,3199.2,111.53,79.95,366.08,107.45,251.53,144.76,38.57,70.95,106.89,130.71,51.77,264.65,145.56,100.89,119.09,1482.38,176.51,19.31,121.9,51.7,331.39,99.68,199.94,342.31,342.89,107.33,41.52,210.37,157.51,47.6,520.7,501.52,545.7,131.97,59.56,248.38,81.44,196.85,120.54,1065.46,27.5438,240.0,216.6,181.0,101.41,283.1,144.12,203.54,222.06,104.7,485.26
2020-10-06 00:00:00-04:00,113.16,220.35,479.27,115.54,142.26,228.2,60.37,84.489,3099.29,110.14,78.32,364.209,105.52,250.14,145.01,38.59,69.85,103.97,124.84,49.64,258.53,144.35,102.41,118.3,1449.62,174.92,18.97,121.98,51.37,325.38,99.48,199.86,340.92,337.22,106.49,42.09,205.91,157.01,47.32,505.87,491.54,549.36,131.02,59.49,247.34,79.44,191.6151,119.54,1042.49,26.725,244.71,214.41,175.31,101.8,294.5,143.85,200.32,216.98,103.94,478.45
2020-10-07 00:00:00-04:00,115.05,223.37,493.16,118.68,143.73,232.91,61.12,86.69,3192.51,113.03,78.47,366.74,108.43,259.86,144.62,39.38,72.24,104.44,124.95,50.94,258.01,144.62,102.4,120.69,1459.31,176.74,19.23,124.06,52.65,335.02,101.11,202.78,345.785,343.82,108.89,42.62,209.81,160.36,48.39,534.545,499.95,558.56,133.62,60.58,250.96,80.51,194.62,123.03,1073.4893,26.66,246.0,219.37,180.15,104.55,298.12,146.75,202.39,227.27,105.83,480.67
2020-10-08 00:00:00-04:00,114.97,225.58,490.84,120.31,147.02,234.31,62.59,86.49,3190.55,113.5,77.82,373.59,109.33,260.22,142.92,39.79,72.93,102.61,126.04,52.06,263.7051,146.66,103.43,121.5831,1484.55,181.515,19.4,131.49,53.38,334.92,103.18,206.94,355.61,345.22,111.54,42.74,210.63,162.71,49.91,531.79,496.5,553.79,134.83,60.89,249.66,82.01,193.07,122.38,1069.88,27.06,240.19,219.1,183.5,106.06,299.46,148.12,202.99,223.83,105.99,478.48
2020-10-09 00:00:00-04:00,116.98,228.66,502.17,123.37,149.85,237.59,63.29,83.13,3287.82,113.51,78.21,376.71,111.9,265.98,143.58,39.85,73.08,111.74,127.45,55.45,264.49,149.03,105.12,126.17,1510.45,183.78,19.38,127.81,52.84,341.98,105.27,211.0,363.02,352.64,113.98,44.7,215.81,166.77,49.89,539.45,507.78,550.54,141.54,61.14,252.39,82.42,197.27,124.84,1096.02,26.9982,237.99,222.8,187.25,107.37,306.01,151.0,206.64,225.76,120.94,492.51
2020-10-12 00:00:00-04:00,124.42,230.59,510.64,126.1,150.63,242.13,64.68,84.29,3442.93,114.73,81.07,382.57,115.55,266.97,145.92,40.37,74.66,112.16,130.88,55.38,275.75,149.19,106.68,128.88,1564.84,183.1,19.84,127.2,53.88,350.85,105.77,214.47,370.11,352.04,114.15,43.56,221.41,168.32,50.69,539.7,509.08,568.71,142.09,61.46,253.23,82.99,201.5,126.73,1089.5,26.97,243.97,229.0,185.25,107.43,329.65,154.96,206.32,228.2,118.97,491.54
2020-10-13 00:00:00-04:00,121.05,229.3,514.31,123.57,149.67,244.0,64.68,85.26,3442.64,112.975,81.98,381.32,116.78,266.85,152.8161,39.8,73.22,116.97,133.0,57.61,276.06,145.9,104.76,130.65,1567.08,179.95,19.67,125.07,53.82,349.63,104.49,220.01,373.83,345.58,111.55,43.77,222.83,166.24,51.85,554.08,518.23,569.91,136.755,60.97,254.55,83.01,207.73,127.46,1106.25,27.01,249.535,228.17,190.56,106.36,337.65,154.41,204.32,232.98,117.95,518.53
2020-10-14 00:00:00-04:00,121.29,229.49,506.22,122.91,148.58,246.57,63.96,84.22,3363.05,113.52,81.895,380.01,117.03,261.99,147.76,39.8856,73.94,113.55,132.75,56.48,271.73,144.09,102.74,130.14,1563.72,177.23,19.5,125.88,53.53,345.48,104.97,215.88,374.23,342.71,110.71,43.3,220.93,166.92,51.655,541.26,516.69,563.61,137.12,60.96,256.02,84.35,203.66,129.89,1082.71,27.33,243.13,226.7,187.49,105.69,323.46,152.71,202.21,230.63,117.76,509.43
2020-10-15 00:00:00-04:00,120.7453,228.79,501.18,124.041,147.39,251.92,63.51,83.15,3338.62,114.37,80.34,379.75,115.96,257.77,145.24,39.99,73.71,113.28,131.33,55.41,266.72,143.88,101.85,131.75,1555.18,176.01,19.56,124.88,53.87,341.97,105.68,213.09,375.54,338.61,111.34,42.95,219.66,171.6,51.95,542.09,520.68,558.85,136.87,60.53,251.76,83.3,203.17,128.59,1077.86,28.06,241.0,228.1,188.61,107.13,325.9,152.55,199.57,226.47,118.22,536.4
2020-10-16 00:00:00-04:00,118.96,230.15,502.91,123.63,148.46,259.98,63.0,83.19,3160.0,115.17,80.63,378.15,115.68,258.51,145.34,40.17,73.36,112.37,131.96,55.84,265.93,143.88,101.27,131.52,1568.13,177.05,19.6,125.9,54.165,341.15,104.96,208.38,365.0,339.5,110.74,42.97,219.65,170.99,51.61,530.7,524.71,552.46,137.24,60.3,246.35,83.76,204.54,129.03,1067.01,27.83,242.52,226.5,186.35,107.76,326.47,153.12,200.26,229.45,118.01,559.42
2020-10-19 00:00:00-04:00,116.0,226.38,495.2,122.6,145.0,260.0,62.05,81.99,3207.3,113.09,80.07,375.81,113.605,255.06,144.43,39.31,72.22,111.66,129.87,54.32,261.53,139.78,98.74,128.87,1530.47,172.07,19.36,125.61,54.6,335.5,106.7,207.01,363.28,331.94,111.65,41.85,214.24,170.15,52.66,530.92,522.21,539.9399,136.49,59.62,242.27,81.88,200.05,128.37,1061.02,28.66,245.54,224.51,186.95,105.43,329.59,150.73,196.98,227.745,116.38,568.34
2020-10-20 00:00:00-04:00,117.5,230.36,494.23,123.63,146.62,257.31,62.25,81.56,3216.26,114.43,80.13,377.22,112.59,255.86,142.595,39.2,73.36,108.51,127.37,54.2,267.58,140.7,99.53,132.45,1551.08,174.26,19.36,117.4,53.42,334.5,105.5,205.78,363.74,331.72,111.23,41.62,214.56,168.9,53.5399,525.4,518.19,545.8199,135.21,59.75,239.27,82.29,201.96,128.3,1056.64,28.42,251.76,226.61,185.68,106.03,309.34,150.69,197.59,224.34,114.73,537.02
2020-10-21 00:00:00-04:00,116.86,233.21,495.93,124.71,146.81,253.85,62.08,79.22,3183.6,114.99,81.95,372.05,111.22,254.17,135.13,39.05,72.89,102.01,127.65,52.81,278.7,141.42,99.365,129.97,1585.99,174.0,19.22,115.03,53.49,332.7,105.7,206.13,366.5,333.43,110.42,40.4,214.785,170.48,53.32,489.07,510.33,541.0,135.86,59.67,235.84,82.61,213.06,128.55,1021.15,36.5,269.95,227.46,177.92,105.87,298.7,146.04,198.48,224.31,111.36,513.2
2020-10-22 00:00:00-04:00,115.7737,228.14,483.47,124.75,148.74,253.05,61.7,79.425,3177.4,118.51,80.78,373.62,109.27,249.67,134.55,38.82,73.4,98.96,126.93,52.29,278.12,142.72,100.89,128.22,1607.79,175.93,19.34,115.7711,53.98,331.83,106.29,203.31,358.01,333.62,112.61,41.04,214.84,169.05,54.39,485.2899,506.3,534.49,134.89,59.69,237.45,83.98,203.88,128.41,1007.65,38.97,297.09,225.17,175.93,106.3,294.1,148.27,198.02,220.76,113.04,520.6
2020-10-23 00:00:00-04:00,115.04,229.76,488.5,124.15,149.29,254.37,60.94,81.97,3204.64,119.75,81.04,372.73,112.09,250.57,135.42,38.83,74.12,102.08,126.77,53.81,284.83,144.38,101.18,130.37,1632.515,177.06,19.12,115.99,48.2,334.59,107.91,203.17,353.79,329.75,112.55,41.45,216.26,174.79,52.86,488.27,513.95,543.61,137.19,59.91,236.54,85.03,203.04,128.87,1026.28,43.17,264.815,226.835,176.77,106.31,306.1,149.99,198.0,224.18,116.81,511.52
2020-10-26 00:00:00-04:00,115.06,219.4,475.2,121.13,145.77,249.13,59.51,82.2301,3207.32,116.44,80.5,363.1,109.88,241.97,133.12,37.68,72.72,99.67,126.66,53.35,277.12,139.38,98.41,123.18,1584.32,168.84,18.25,112.24,46.72,328.23,105.84,199.05,347.84,318.1,109.82,40.9,210.15,172.26,52.14,488.4503,502.06,525.655,134.93,57.49,231.64,82.47,197.21,126.2,1037.69,41.275,251.47,220.64,169.89,103.97,300.65,145.93,193.17,210.34,114.55,517.79
2020-10-27 00:00:00-04:00,116.53,220.67,478.56,120.29,146.0,250.47,58.82,78.84,3287.92,115.04,80.96,359.36,109.86,250.38,133.33,36.87,73.39,101.47,126.61,53.52,283.29,137.82,96.6684,124.25,1599.17,164.76,17.98,110.56,45.65,330.05,106.9,198.59,343.83,317.27,107.9599,41.49,213.15,172.45,51.97,488.97,499.99,535.72,133.13,57.08,231.55,81.93,200.44,125.91,1079.0,41.55,266.75,222.91,171.01,101.74,286.0,147.12,190.1,214.17,124.35,538.99
2020-10-28 00:00:00-04:00,111.15,214.04,456.59,116.4318,155.06,237.635,57.32,76.3636,3162.49,111.52,79.01,347.03,107.64,238.56,131.57,35.72,71.1,96.9238,125.6,53.28,267.55,132.85,93.63,119.0,1510.44,159.37,17.36,106.7,44.2618,318.49,104.3,190.62,338.565,291.58,102.48,39.53,202.71,164.48,49.9818,485.94,484.47,505.05,129.805,55.62,225.9,80.16,192.31,121.62,1023.0,42.88,272.4,217.84,167.13,96.88,296.97,143.0,181.35,209.69,119.76,515.59
2020-10-29 00:00:00-04:00,114.52,216.22,461.11,118.48,158.2,242.7,59.51,78.0,3212.79,113.16,77.76,354.675,110.22,237.14,127.36,35.69,71.01,96.42,123.9,49.26,279.82,125.12,95.76,118.02,1555.19,156.37,17.78,108.9,44.11,325.55,104.54,201.65,352.79,293.18,106.31,38.195,204.39,162.78,50.48,504.28,510.6,520.62,136.1699,56.03,228.76,82.4,195.05,126.44,976.0,42.21,266.38,219.36,169.86,96.05,288.54,146.19,184.86,217.99,122.88,489.84
2020-10-30 00:00:00-04:00,108.9,216.98,447.1,118.53,158.1,235.53,59.23,75.3,3036.13,112.87,75.83,349.65,109.49,232.29,123.98,35.91,71.52,90.94,119.83,47.63,263.75,124.45,95.47,110.37,1616.26,157.8,17.96,111.66,44.2906,314.71,104.78,197.17,341.74,289.12,105.27,37.51,202.58,158.07,50.37,475.79,498.06,502.385,135.12,56.1,221.14,82.31,186.35,123.38,925.43,39.37,250.02,214.15,154.87,96.83,278.8969,144.62,181.83,210.13,118.74,460.9
2020-11-02 00:00:00-05:00,108.77,220.19,444.64,118.5,161.46,240.74,60.34,74.7,3004.48,115.07,76.41,350.65,110.47,232.45,124.46,35.9,70.8,88.32,119.8,47.87,261.48,124.01,97.29,110.56,1623.17,160.37,18.41,112.96,44.465,316.62,104.76,202.23,350.6,290.01,105.12,36.9,202.32,163.47,49.72,484.1201,475.99,503.37,137.31,56.44,221.83,83.31,187.88,123.97,914.3,40.79,252.29,215.76,155.23,99.5,273.38,145.59,184.68,205.47,118.48,452.99
2020-11-03 00:00:00-05:00,110.375,225.52,453.99,119.75,166.48,248.09,61.82,76.57,3046.25,116.51,76.25,353.7,113.59,236.89,126.86,36.67,71.89,90.05,120.63,48.91,265.08,128.49,98.87,112.4,1643.49,165.9,18.625,114.09,44.84,324.74,107.67,210.82,370.53,295.13,108.97,37.19,206.12,165.82,51.06,487.22,479.46,520.79,138.83,56.79,227.94,86.54,179.66,125.41,942.7,41.17,262.131,221.74,158.22,101.78,280.36,147.29,188.14,209.095,120.795,451.5
2020-11-04 00:00:00-05:00,114.94,227.79,487.23,125.83,164.55,245.95,64.86,81.37,3241.16,116.0,79.37,364.63,121.0,250.74,136.21,36.56,73.04,97.57,125.31,47.81,287.45,132.845,101.15,116.24,1747.04,170.88,18.285,111.95,45.7,343.01,107.79,220.53,379.89,307.2,113.32,39.17,216.32,160.34,51.97,496.96,513.58,551.78,139.38,56.48,235.17,85.46,194.21,128.97,996.0,41.99,263.91,233.38,171.29,101.3,306.03,152.03,193.97,215.24,128.27,483.7
2020-11-05 00:00:00-05:00,118.99,233.99,496.46,130.49,162.78,255.98,69.99,83.0,3322.0,119.44,80.17,381.14,124.08,260.22,139.02,37.23,74.24,101.95,128.33,49.425,294.715,132.59,102.24,119.5,1762.61,174.15,19.12,114.76,45.68,350.98,111.09,228.11,400.12,316.49,118.45,41.5,223.29,160.85,54.57,513.65,531.09,566.41,144.51,56.66,244.27,86.61,204.59,145.41,1036.12,41.54,263.05,240.63,175.56,104.78,307.54,155.57,197.57,225.22,129.96,496.81
2020-11-06 00:00:00-05:00,118.685,236.17,494.64,133.45,166.24,259.35,70.51,85.87,3310.41,120.34,78.81,380.61,125.49,260.26,141.8,37.525,74.24,100.35,119.14,50.68,293.41,133.14,103.07,117.21,1759.4,173.87,19.25,114.04,45.39,352.04,112.94,231.55,409.21,313.91,125.27,45.13,223.62,164.48,55.161,514.86,534.92,582.59,146.72,56.8,250.01,88.01,202.72,145.0,1043.39,45.39,264.99,241.77,198.0993,105.29,292.14,157.74,198.5,224.99,134.14,500.11
2020-11-09 00:00:00-05:00,116.32,240.22,470.84,135.8,169.89,262.61,71.3,83.08,3141.34,121.56,75.41,375.11,118.47,259.29,126.56,38.18,73.88,94.89,116.89,48.3,278.58,141.7,109.23,117.08,1760.08,193.66,19.73,115.52,45.6,359.93,115.66,231.96,415.9,344.78,126.37,42.21,218.34,170.4399,55.91,470.79,501.96,545.41,144.86,56.84,252.13,90.71,184.72,142.49,902.01,41.09,239.89,233.79,184.0,105.86,274.0,156.22,212.79,223.45,130.35,413.2
2020-11-10 00:00:00-05:00,115.97,238.64,452.13,134.66,171.04,247.49,69.4,78.0099,3035.18,121.85,75.11,363.55,112.4,247.68,123.5,38.72,75.08,92.615,118.86,46.55,272.43,144.37,106.81,111.29,1738.39,193.48,19.88,117.85,45.44,342.26,112.0,223.73,407.58,334.78,121.81,40.32,211.02,166.8,55.43,480.26,481.51,510.55,140.27,56.66,242.65,91.29,183.31,140.11,885.34,38.54,235.6799,219.34,172.09,106.89,266.59,151.44,213.31,213.935,122.45,376.255
2020-11-11 00:00:00-05:00,119.51,242.75,467.75,137.29,171.79,246.67,71.15,81.27,3136.81,124.245,76.55,375.94,116.68,254.18,130.97,39.33,76.78,86.83,119.82,47.7,276.35,143.55,107.35,114.63,1746.72,189.28,19.36,117.15,46.34,352.39,115.44,233.45,423.89,332.4,126.27,42.26,216.4,169.74,56.35,490.76,503.5,536.67,144.99,57.2,252.8,91.53,192.34,147.72,947.18,38.47,240.67,224.84,183.38,108.65,279.4,155.7,212.74,218.62,127.06,413.34
2020-11-12 00:00:00-05:00,119.235,238.14,462.58,135.41,169.48,245.72,69.8,81.82,3110.2,120.22,76.71,369.82,114.51,249.43,137.39,38.7,76.21,90.01,119.32,46.59,275.08,142.17,105.71,113.63,1742.7,184.44,18.92,114.5,44.96,349.51,113.95,233.27,418.43,328.9,123.45,41.6,215.47,167.37,56.25,486.77,509.8,538.5,144.26,56.45,251.96,90.35,189.09,143.91,923.025,40.31,235.245,223.76,178.5,106.33,285.69,154.5,208.22,219.81,127.66,428.9
2020-11-13 00:00:00-05:00,119.49,241.045,470.385,136.39,171.75,251.31,72.37,81.265,3134.09,123.14,77.64,374.44,115.935,248.89,132.52,41.44,77.52,85.885,121.26,48.5632,277.27,144.11,109.23,115.91,1776.15,187.494,19.51,116.9,45.5666,356.955,115.61,236.77,425.7,333.91,126.315,43.225,217.31,169.83,57.985,482.82,504.66,531.76,146.8,56.925,260.83,91.96,188.7358,144.285,917.5,39.97,232.965,227.05,177.16,108.965,275.25,156.81,209.79,221.995,127.4,402.405
2020-11-17 00:00:00-05:00,119.36,243.81,467.81,135.82,176.15,252.84,74.38,83.36,3135.66,127.05,77.12,380.54,113.5,256.16,137.7301,41.89,77.04,88.11,118.54,48.33,274.95,146.96,110.0,118.49,1761.65,189.92,20.51,117.7,45.54,358.78,117.62,241.87,431.98,336.5,127.41,42.97,214.47,169.64,62.0,480.63,512.85,536.89,149.4,57.1101,293.71,92.51,192.3,148.8,914.0,39.26,247.98,221.07,187.84,111.17,287.88,155.5,210.71,226.93,130.5,401.58
2020-11-18 00:00:00-05:00,118.0,239.55,459.47,133.24,173.17,252.25,75.7,82.54,3105.1,125.79,75.48,381.04,111.03,257.08,137.68,41.3,74.69,87.3,116.84,48.52,271.85,145.07,107.91,116.68,1740.64,187.91,20.45,116.75,45.04,354.78,115.22,240.43,430.12,335.94,124.76,43.09,210.97,167.4,60.75,481.9,507.13,537.0,148.06,56.24,281.15,91.95,190.12,147.0,930.14,40.63,260.24,218.19,185.53,110.32,278.85,153.42,207.8,223.6,129.11,415.12
2020-11-19 00:00:00-05:00,118.64,243.19,466.22,136.18,173.62,256.77,77.32,85.59,3114.41,127.16,75.91,384.5,112.56,264.59,143.84,41.17,76.2,88.77,120.14,49.78,272.83,147.68,113.0,117.03,1758.99,190.53,20.5,117.2,45.62,361.4999,117.96,243.58,437.91,333.87,127.53,44.18,212.31,169.12,61.84,484.66,514.45,537.85,151.35,56.45,287.52,92.04,190.88,147.56,966.77,42.3,264.0,221.28,191.58,111.36,295.69,157.28,207.58,230.8,132.92,414.35
2020-11-20 00:00:00-05:00,117.32,243.52,463.03,134.86,171.26,254.66,76.72,84.64,3099.205,127.39,76.81,382.8,112.8,258.03,145.72,40.97,75.83,89.03,121.88,48.97,269.7,144.22,113.07,118.16,1735.55,190.74,20.45,116.93,45.39,347.7,116.21,242.57,433.63,323.29,130.89,43.96,210.34,167.3,61.39,488.13,518.05,523.51,150.57,55.7,292.0,90.63,192.62,145.94,987.16,44.31,266.0,218.4,195.97,110.68,298.32,156.72,203.88,209.38,132.36,439.61
2020-11-23 00:00:00-05:00,113.88,246.21,460.76,137.15,172.07,257.09,80.51,85.31,3100.18,128.1,75.93,386.85,111.25,257.58,147.53,41.64,77.18,91.07,121.87,49.91,268.32,145.32,112.06,117.2,1726.67,192.17,21.19,120.09,46.04,343.25,117.15,250.2542,448.44,332.37,131.49,44.59,210.09,169.43,64.18,476.56,521.98,525.201,155.77,56.08,296.05,91.98,200.82,143.83,979.07,45.27,273.89,216.23,207.69,112.98,301.71,157.43,208.16,206.91,133.29,430.28
2020-11-24 00:00:00-05:00,115.17,250.0,462.71,136.89,175.39,258.86,83.0099,85.06,3116.86,131.24,75.22,392.23,110.69,260.79,149.445,42.61,78.76,89.18,120.2,50.55,276.82,148.92,114.89,118.59,1762.7,198.84,21.76,124.46,47.0,345.21,118.12,250.15,446.72,342.475,133.62,44.84,213.86,171.93,63.96,482.78,514.6901,518.46,158.47,57.57,297.17,93.74,206.0,145.94,971.68,44.3,281.98,215.37,202.955,116.93,292.12,159.4,209.68,213.14,133.22,427.55
2020-11-25 00:00:00-05:00,116.02,249.33,470.08,135.95,174.03,271.06,81.12,86.72,3184.82,130.83,76.52,390.83,113.02,246.72,149.79,42.52,78.54,93.43,121.51,50.46,275.59,147.97,114.98,119.85,1764.13,197.01,22.25,124.21,47.05,350.47,118.45,248.75,446.6,341.31,131.98,44.59,213.75,172.15,63.42,484.8,519.22,529.4,157.66,57.42,297.3,93.19,214.38,144.06,1018.75,45.57,302.87,217.02,212.93,114.94,305.95,157.6,210.97,214.75,135.54,444.12
2020-11-27 00:00:00-05:00,116.6,250.32,477.03,137.75,175.2,272.8,82.65,87.22,3195.95,131.93,78.14,394.93,116.58,247.86,150.84,42.68,78.41,96.42,124.17,51.36,277.8,148.36,115.54,123.7,1786.27,197.27,22.27,124.35,47.45,354.23,119.19,254.39,456.53,339.41,133.01,45.1,215.29,173.46,64.22,491.34,528.0,530.67,158.94,57.78,295.31,93.37,211.32,143.83,1034.21,46.01,328.15,225.39,212.5,115.4,319.28,158.99,211.3,223.85,137.57,471.61
2020-11-30 00:00:00-05:00,119.06,249.17,478.595,139.19,173.86,280.32,82.48,92.71,3168.03,130.91,79.48,402.07,116.31,246.24,153.28,43.02,78.1,98.87,127.94,50.43,277.46,148.48,115.14,123.35,1756.19,195.19,21.92,123.55,48.47,352.35,120.08,252.28,452.66,336.76,134.54,46.3,214.24,171.4,64.09,490.7,534.98,536.49,158.46,57.76,293.92,93.13,214.2,147.24,1090.38,44.42,327.44,227.51,210.98,113.99,319.98,161.28,210.54,224.79,145.84,479.17
