,AAPL,ACN,ADBE,ADI,ADP,ADSK,AMAT,AMD,AMZN,APH,ATVI,AVGO,CDNS,CRM,CRWD,CSCO,CTSH,DDOG,EA,EBAY,FB,FIS,FISV,FTNT,GOOGL,GPN,HPQ,IBM,INTC,INTU,KEYS,KLAC,LRCX,MA,MCHP,MRVL,MSFT,MSI,MU,NFLX,NOW,NVDA,NXPI,ORCL,PANW,PAYX,PYPL,QCOM,SHOP,SNAP,SNOW,SNPS,SQ,TEL,TWLO,TXN,V,WDAY,XLNX,ZM
,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-06 00:00:00-04:00,146.14,321.83,631.44,171.16,213.0,332.91,142.65,110.1,3344.83,73.62,82.46,485.43,151.07,250.59,260.75,55.61,73.0,131.92,136.3,65.48,363.49,133.86,110.88,303.75,2714.74,176.24,29.32,144.08,53.92,534.23,166.62,353.45,647.93,374.74,149.72,60.54,289.46,228.58,82.01,520.54,590.0,203.64,213.81,89.52,386.5,115.4,279.54,146.33,1525.01,76.01,277.56,292.42,275.065,149.63,371.8,192.97,241.4099,235.52,150.17,383.47
2021-08-09 00:00:00-04:00,146.09,319.53,629.21,171.31,213.65,332.545,141.99,107.58,3341.33,73.43,81.42,484.48,150.29,249.32,263.36,55.46,72.53,129.99,136.11,65.34,361.61,134.07,110.32,301.05,2738.01,173.86,29.32,141.24,54.04,535.16,166.96,351.35,640.49,370.68,149.5,60.47,288.36,228.16,80.21,519.98,588.46,202.95,217.1,89.9,388.48,115.17,278.14,146.915,1549.4102,78.15,280.0,291.3,279.71,149.61,376.03,190.45,240.06,234.26,148.96,383.3107
2021-08-10 00:00:00-04:00,145.61,320.18,621.74,171.06,216.71,331.41,138.1,106.48,3321.32,73.63,82.99,482.2,149.06,243.36,252.6,55.61,73.06,125.3,137.06,67.32,361.13,132.49,110.99,300.4,2736.67,169.72,29.74,141.41,53.94,530.39,165.63,342.1,617.46,367.81,150.52,59.76,286.49,229.78,75.91,515.84,575.62,199.39,217.36,89.66,376.99,115.85,274.37,145.91,1526.7,75.7958,274.36,288.32,272.93,150.0,366.69,189.65,238.1,230.71,146.56,372.36
2021-08-11 00:00:00-04:00,145.91,319.81,626.13,170.45,216.24,328.59,134.83,107.67,3292.22,73.72,85.01,483.51,150.55,242.3,239.88,55.86,75.06,128.2,138.33,68.01,359.96,133.86,111.82,298.64,2725.49,169.56,30.1,142.15,54.13,532.23,165.05,342.65,608.63,364.25,150.47,59.78,286.98,226.98,75.04,512.4,570.51,196.99,218.42,89.64,365.05,116.77,276.44,146.71,1485.4,76.51,275.87,289.03,271.01,151.56,356.0,189.49,235.05,231.59,147.95,358.57
2021-08-12 00:00:00-04:00,148.885,321.64,634.27,168.58,214.9,332.18,129.21,106.5,3302.7,73.91,85.17,483.94,152.23,248.39,245.83,56.4,76.54,130.32,138.99,68.9,362.58,133.9,110.96,305.59,2742.7,167.85,30.39,143.07,53.54,537.0,165.02,328.25,583.51,361.86,151.14,59.83,289.65,230.52,70.26,510.53,581.58,199.02,214.53,89.81,368.99,116.5,274.6,147.15,1503.81,75.26,286.27,292.2,268.57,152.66,368.29,187.87,231.82,235.34,145.93,362.77
2021-08-13 00:00:00-04:00,149.1,323.62,637.2,170.1,215.15,332.78,129.9,110.55,3293.96,73.99,83.85,486.29,152.68,251.56,243.83,56.47,77.63,135.45,138.68,74.01,363.18,134.12,111.61,309.37,2754.81,171.4,29.02,143.2,53.5,540.65,166.1,328.1,580.08,362.74,151.65,60.4,292.86,233.1,70.92,515.91,587.87,201.89,215.34,90.39,374.01,117.18,274.91,148.64,1498.73,74.62,291.35,293.01,267.94,152.57,364.94,188.73,232.68,236.69,146.7,355.24
2021-08-16 00:00:00-04:00,151.125,328.25,637.16,171.09,216.54,330.17,131.7,107.47,3299.0,74.5,83.84,488.03,151.85,249.21,234.71,56.29,77.18,133.56,140.0,75.25,366.59,133.02,112.34,302.6,2766.2,168.14,29.45,143.58,53.47,542.94,166.64,329.25,588.99,363.34,150.4,59.16,294.66,234.91,70.93,517.97,580.21,199.56,213.16,90.83,370.32,118.21,278.28,148.13,1489.3,72.45,282.19,294.54,263.48,153.46,346.7,189.9,235.35,232.59,142.62,348.41
2021-08-17 00:00:00-04:00,150.23,329.31,635.04,166.3,214.79,324.55,128.8,107.56,3241.96,74.11,83.38,478.94,149.59,246.99,232.66,56.02,77.0,132.91,141.04,72.84,358.43,134.33,112.93,298.64,2731.78,167.24,28.68,142.43,52.7,536.2,164.43,322.47,578.99,363.35,145.69,58.52,293.21,234.41,70.77,519.0,582.21,194.57,206.5,90.96,365.77,117.04,271.1,144.4204,1481.83,71.8,278.01,291.74,260.89,150.5,344.84,186.35,234.57,231.27,142.64,345.54
2021-08-18 00:00:00-04:00,146.36,324.63,626.69,165.68,208.41,323.55,127.37,103.43,3201.21,73.91,82.82,468.71,148.0,251.22,233.78,55.11,76.67,132.82,139.99,72.83,355.33,134.46,114.27,292.73,2708.98,166.37,28.23,139.46,52.19,532.97,163.675,317.35,569.5,361.19,143.64,57.845,290.73,234.0,70.63,521.91,581.95,190.4,203.9,88.94,362.11,114.7,268.84,142.18,1488.65,72.0,279.99,290.64,259.66,149.42,339.0,183.8,231.65,231.54,141.31,341.11
2021-08-19 00:00:00-04:00,146.67,328.23,637.64,166.84,211.04,330.37,129.21,103.68,3186.47,74.11,83.17,473.56,153.32,253.05,234.95,57.28,75.79,132.35,140.62,72.83,355.12,128.86,116.25,295.66,2712.95,163.0,27.79,138.09,52.45,543.44,166.71,322.52,577.13,357.43,144.27,58.98,296.81,237.42,70.28,543.71,586.91,197.94,202.95,88.72,363.05,115.27,270.53,140.65,1465.38,70.88,279.5,315.92,257.41,147.06,341.08,185.04,231.57,231.9,142.56,332.19
2021-08-20 00:00:00-04:00,148.19,332.66,647.23,166.63,211.52,334.45,127.21,104.64,3199.06,74.52,82.63,475.16,156.72,256.13,237.89,58.23,76.71,131.15,140.17,73.36,359.37,129.93,116.06,297.84,2748.01,163.0,28.21,139.11,52.01,545.31,168.79,320.12,566.0,354.93,144.77,59.88,304.26,240.0,70.22,546.69,600.65,208.1601,205.03,88.94,367.47,115.41,272.93,142.09,1450.97,72.73,266.66,316.7,263.05,148.02,341.01,184.97,231.31,235.92,144.27,336.76
2021-08-23 00:00:00-04:00,149.7,333.01,656.86,169.57,211.72,336.76,131.5,108.78,3265.97,75.27,82.22,482.13,158.34,260.54,246.04,58.52,77.35,132.5,142.86,73.21,363.29,129.66,117.86,307.71,2801.22,165.91,28.56,139.64,53.23,552.48,171.38,328.53,584.3,361.11,147.84,62.02,304.58,239.03,71.73,553.42,619.6,219.5669,210.63,89.13,372.57,115.44,276.98,144.12,1482.33,75.5,276.44,321.02,270.44,150.17,348.86,187.85,234.15,242.67,153.53,341.47
2021-08-24 00:00:00-04:00,149.63,330.95,657.41,165.9,208.24,341.07,131.44,107.65,3306.04,75.34,81.78,481.64,158.58,259.55,265.59,59.31,78.04,135.48,142.59,72.84,365.58,130.015,118.64,299.75,2825.655,167.31,28.89,139.84,53.82,554.17,174.93,328.0,585.84,361.78,148.07,62.55,302.69,239.05,72.01,553.2,622.02,217.91,214.52,88.56,441.87,114.3,279.55,144.48,1539.085,74.64,281.4,325.06,270.17,151.15,356.17,187.88,234.26,245.81,153.07,340.23
2021-08-25 00:00:00-04:00,148.37,333.45,656.57,163.91,208.14,342.1,132.82,108.29,3299.99,75.78,80.81,483.39,158.62,261.25,269.99,59.33,77.49,135.62,141.87,74.16,368.43,130.02,119.11,305.99,2842.28,165.24,29.39,139.86,53.81,555.57,174.64,334.02,588.76,359.07,151.45,63.19,302.0,241.3,74.05,547.64,621.05,222.08,217.78,88.62,447.05,114.24,277.69,143.87,1552.91,74.6699,283.52,325.01,267.42,150.81,355.3,188.09,232.59,246.11,153.24,337.67
2021-08-26 00:00:00-04:00,147.54,333.27,652.21,167.35,207.02,310.4,132.49,107.26,3315.47,75.61,81.24,485.74,159.37,267.84,278.6,59.21,76.99,131.3,141.48,75.63,364.36,128.36,117.43,310.12,2827.15,161.7,29.13,138.78,53.13,552.65,175.58,333.63,585.47,353.0,155.95,63.23,299.06,243.0,72.76,550.12,623.99,220.68,222.24,88.72,457.43,113.39,273.63,142.38,1515.58,71.63,305.17,326.57,262.17,150.82,354.13,187.98,230.51,246.74,151.11,340.64
2021-08-27 00:00:00-04:00,148.6,335.81,658.39,166.49,208.96,315.65,136.51,111.39,3349.05,76.76,82.41,495.94,162.47,266.52,282.14,59.01,77.25,134.92,142.93,76.41,372.63,128.57,117.92,316.06,2880.68,164.13,28.9,139.42,53.89,566.04,177.52,342.93,609.74,355.78,159.4,61.34,299.65,242.77,73.99,558.89,632.49,226.37,226.5,89.35,461.33,114.36,278.28,144.84,1531.42,73.18,297.7,331.93,268.01,152.76,361.28,190.52,232.69,269.28,156.27,340.761
2021-08-30 00:00:00-04:00,153.1,337.1,666.0,166.97,209.07,313.41,136.05,111.3,3421.14,76.95,81.12,498.74,163.89,265.0,286.37,59.11,76.85,136.54,143.31,77.54,380.66,127.24,116.96,319.36,2892.71,161.34,29.74,138.98,53.95,565.57,179.13,341.88,607.67,353.13,158.99,61.96,303.56,244.51,73.17,566.18,641.53,226.85,227.55,89.45,458.95,114.52,288.43,145.93,1548.96,74.51,297.54,334.35,271.89,152.67,366.69,191.42,231.18,271.41,155.07,347.5
2021-08-31 00:00:00-04:00,151.83,336.54,663.74,162.97,209.06,310.23,135.19,110.705,3472.49,76.62,82.37,497.46,163.5,265.21,280.88,59.03,76.33,137.8,145.2,76.76,379.3,127.78,117.8,315.1,2895.06,162.64,29.74,140.34,54.07,566.12,179.38,339.83,604.81,346.23,157.37,61.22,301.92,244.19,73.69,569.28,643.64,223.78,215.04,89.11,461.3,114.49,288.75,146.74,1524.82,76.0801,304.44,332.35,267.96,150.22,356.85,190.93,229.08,273.28,155.51,289.5
2021-09-01 00:00:00-04:00,152.54,337.97,666.27,161.1,206.82,303.14,133.45,109.97,3479.58,76.35,82.31,493.55,164.15,268.36,269.97,59.04,76.85,135.76,146.45,76.16,382.05,129.28,118.32,308.48,2904.31,162.51,29.22,139.32,53.67,563.15,178.68,335.56,599.56,349.59,155.6,60.69,301.8538,243.45,73.73,582.07,650.67,224.42,211.59,89.95,460.2,113.63,286.67,146.45,1539.03,74.18,300.99,333.71,268.25,150.49,359.3786,188.36,230.12,273.36,154.44,290.75
2021-09-02 00:00:00-04:00,153.71,341.02,664.63,162.65,206.5,287.36,134.45,109.19,3463.4,76.85,81.32,492.0,165.23,264.27,272.67,59.55,77.32,137.09,145.4,76.5,375.33,126.88,115.86,313.9,2865.74,158.59,29.6,140.01,53.73,559.67,180.27,337.7,601.94,341.24,156.27,61.33,301.16,246.07,74.0,588.56,660.19,224.01,211.91,89.8,462.54,113.74,285.46,145.09,1541.65,73.94,306.7,337.75,266.01,151.09,358.86,189.42,224.18,271.32,154.22,295.16
2021-09-03 00:00:00-04:00,154.31,343.35,666.58,162.43,207.38,288.8,135.83,109.9098,3478.77,77.04,81.19,497.68,165.74,267.09,278.23,59.41,76.55,138.01,146.6,76.53,376.25,125.44,115.68,320.37,2874.8,158.01,29.86,139.62,53.51,563.53,181.37,341.77,610.92,340.18,156.83,61.5,301.15,244.85,73.82,590.35,678.64,228.41,212.98,90.03,468.22,113.6,289.02,144.65,1554.23,75.07,310.0,336.64,269.75,149.7,366.93,189.87,225.17,277.84,155.96,298.5
2021-09-07 00:00:00-04:00,156.7,341.5,661.26,163.26,202.18,287.45,136.5,109.09,3509.14,75.97,78.46,496.6,164.96,265.23,269.5,58.88,76.22,137.36,145.21,74.71,382.11,125.75,114.95,313.92,2885.62,158.65,28.6493,138.08,53.65,560.35,181.2,341.81,593.15,344.71,156.04,61.21,300.1747,244.86,73.64,606.71,661.08,226.58,212.87,88.72,462.49,111.3,293.26,143.74,1536.16,76.48,312.22,336.32,265.62,148.71,359.61,189.52,226.28,274.53,154.75,299.99
2021-09-08 00:00:00-04:00,155.12,340.44,663.07,163.67,205.21,289.57,133.58,106.18,3525.69,75.56,80.29,494.56,165.56,262.62,265.23,58.69,76.69,139.57,144.1,73.94,377.62,129.99,117.01,309.08,2874.04,170.02,28.2,138.69,53.59,567.72,181.5,336.79,583.59,351.16,154.29,60.37,300.23,246.46,72.27,606.07,653.8,223.38,208.2,89.47,465.73,112.09,285.24,142.53,1477.81,74.17,318.08,336.35,254.77,147.04,353.0,188.84,229.24,272.13,153.32,293.61
2021-09-09 00:00:00-04:00,154.1,341.12,661.69,168.81,203.21,287.79,135.0,106.14,3485.3,75.22,78.07,493.5,165.94,260.78,265.09,58.61,76.49,140.855,142.32,73.01,378.02,127.08,115.01,310.74,2870.84,172.08,28.22,137.78,53.39,567.82,180.78,347.95,593.62,351.49,155.97,61.25,297.22,244.01,72.87,597.44,650.48,221.77,210.46,89.56,466.5,111.31,286.92,141.57,1504.08,74.64,319.72,333.74,251.53,145.79,352.63,188.5,227.51,269.97,154.23,295.86
2021-09-10 00:00:00-04:00,149.0,342.02,659.17,170.0,200.82,284.52,136.85,105.22,3470.39,75.38,79.64,498.15,166.87,257.22,261.98,57.89,76.26,137.15,145.13,72.57,378.7,123.79,110.68,310.64,2817.91,166.36,28.0,137.02,53.84,567.56,180.1,350.57,597.94,347.51,157.49,61.19,295.7,242.7,73.5,599.0,647.87,224.7314,212.12,89.7,469.63,110.32,284.4,142.69,1484.12,74.51,318.71,332.47,247.9,145.45,342.37,190.64,224.93,267.52,155.02,301.5
2021-09-13 00:00:00-04:00,149.62,339.47,645.15,172.82,199.98,281.29,139.44,104.79,3455.96,75.92,78.53,499.0,164.63,254.12,253.84,58.11,76.41,135.23,144.68,72.67,376.51,124.63,110.06,297.04,2847.71,164.74,28.38,138.18,55.0,557.43,178.21,355.61,608.94,347.78,160.64,62.37,297.02,241.83,74.35,589.26,639.17,221.55,214.77,88.89,476.17,109.44,280.52,143.44,1476.87,71.25,318.59,331.63,246.69,146.31,336.01,194.04,224.62,267.74,155.03,290.18
2021-09-14 00:00:00-04:00,148.19,340.77,645.14,173.4,199.82,279.34,140.14,105.71,3450.055,75.74,77.85,501.89,164.94,254.43,257.28,57.86,75.7,138.03,145.38,71.4,376.58,123.44,107.37,300.57,2850.89,162.16,27.58,136.23,54.541,568.28,178.21,356.39,603.17,345.81,160.65,62.3,299.92,241.0,73.53,577.79,645.58,222.52,211.6,86.39,484.34,109.65,282.25,141.14,1451.83,71.3314,319.57,332.59,247.1,144.76,337.03,195.12,223.08,269.77,155.58,281.43
2021-09-15 00:00:00-04:00,149.1,344.49,661.15,174.08,200.47,286.68,141.24,105.6,3475.38,76.42,78.26,509.3206,167.56,256.19,259.37,57.56,76.47,139.14,137.03,74.0,373.9398,125.1,108.35,301.52,2888.68,165.48,27.94,137.23,55.13,572.11,179.64,367.39,611.5,344.75,162.19,62.46,304.84,244.03,73.82,582.74,652.21,223.45,212.34,87.74,479.94,109.71,282.43,138.24,1474.31,73.58,324.22,336.15,248.77,144.98,342.04,197.51,223.9,269.73,157.82,279.11
2021-09-16 00:00:00-04:00,148.85,342.1,665.49,173.14,198.4,290.77,144.05,106.22,3488.56,76.47,79.33,507.32,167.69,260.4,264.68,57.33,76.77,144.14,135.96,74.73,373.14,125.41,108.55,303.92,2872.16,163.975,28.05,136.44,54.83,573.02,179.84,371.82,615.77,346.44,163.11,63.23,305.29,242.37,74.63,586.52,656.24,222.43,213.04,87.25,484.89,109.37,282.98,138.46,1475.87,72.46,323.47,335.38,255.09,143.83,345.95,196.81,224.35,271.04,157.25,278.22
2021-09-17 00:00:00-04:00,146.0,335.2,654.41,171.59,198.75,288.15,140.8,103.87,3462.56,75.71,79.56,506.0,163.62,260.53,263.22,56.85,75.48,143.21,133.86,74.11,364.72,123.74,108.61,299.36,2815.88,162.06,27.68,135.23,54.27,561.62,177.46,369.82,608.98,343.04,161.1,62.115,299.81,237.4,74.35,589.36,651.07,218.93,209.27,86.43,476.09,108.78,276.35,133.6,1485.66,74.765,322.81,325.44,255.74,141.76,352.98,196.28,221.66,268.51,153.8,287.78
2021-09-20 00:00:00-04:00,142.97,332.14,642.06,169.49,198.81,283.7,135.56,101.56,3356.13,74.2,76.17,494.99,160.93,258.11,257.67,55.89,75.1,142.275,130.09,72.87,355.71,123.09,107.345,297.05,2774.74,160.11,27.23,134.3,52.98,554.41,173.86,355.3,590.03,339.77,156.54,60.7,294.26,234.26,72.37,575.63,648.47,211.13,202.78,86.17,474.18,108.41,269.92,132.77,1434.34,71.74,309.95,321.31,250.33,139.45,337.86,192.65,220.01,267.3,149.94,280.66
2021-09-21 00:00:00-04:00,143.4,331.18,645.9,170.48,197.01,283.2,135.18,102.8,3344.33,73.86,73.02,490.72,160.87,257.85,253.87,55.24,74.48,145.31,126.74,72.11,357.25,121.37,106.21,299.6,2778.49,156.55,26.81,132.94,52.86,555.25,174.21,356.4,586.21,337.31,157.3,61.02,294.72,235.53,72.12,573.0454,654.0,212.39,205.99,86.9,472.57,108.5,269.38,131.75,1437.29,76.09,314.27,317.73,251.3,138.2,344.125,192.93,220.17,270.05,151.22,278.2203
2021-09-22 00:00:00-04:00,145.83,334.88,626.08,173.86,198.31,286.43,138.1,104.3874,3381.1,75.56,72.81,500.65,162.19,259.25,259.92,55.5,75.4,148.69,126.39,73.2,343.09,122.05,108.69,301.5,2805.41,161.13,27.58,134.67,53.5,562.79,176.7,365.51,601.49,343.41,161.49,62.68,298.58,239.14,73.98,590.6,662.51,219.42,213.09,88.43,475.97,109.34,272.37,133.01,1466.36,78.58,315.24,320.5,261.08,140.51,349.0,195.95,222.75,270.71,153.84,277.95
2021-09-23 00:00:00-04:00,146.75,342.77,630.84,177.27,201.39,292.17,141.11,106.15,3415.99,77.02,74.69,504.28,163.04,277.86,262.1,56.68,77.15,147.5,127.94,73.51,345.9095,122.32,110.25,310.3,2824.32,163.98,27.97,136.73,54.04,577.37,179.76,370.98,612.56,354.12,165.17,63.45,299.54,240.16,74.04,593.4,664.35,224.82,216.34,89.41,483.14,110.3,278.99,133.91,1475.52,79.33,321.48,322.9,266.77,143.96,348.87,198.65,228.24,270.14,156.235,276.22
2021-09-24 00:00:00-04:00,146.91,339.185,622.8,178.52,202.22,294.67,141.94,105.8,3426.563,77.47,75.26,504.93,163.55,285.58,261.73,56.71,77.63,147.32,129.95,72.99,352.91,122.0,109.74,311.7,2844.3,161.54,27.89,137.47,54.22,577.92,178.4,369.44,612.48,358.01,165.34,63.61,299.35,240.75,74.04,592.7,666.47,220.83,216.67,89.94,490.53,110.0,278.12,133.86,1443.48,83.105,316.61,321.94,262.45,144.01,343.09,200.68,231.59,268.5,157.12,272.37
2021-09-27 00:00:00-04:00,145.38,334.51,603.64,176.95,201.7,294.2,142.74,108.14,3406.69,77.27,75.08,504.92,158.16,279.69,253.35,56.22,78.06,142.01,132.03,73.67,353.66,124.32,109.14,300.57,2822.71,163.6,28.7,138.55,54.66,567.01,176.83,365.94,617.05,356.78,166.09,63.07,294.17,238.82,75.18,592.64,649.61,216.56,216.6,91.04,486.22,108.77,273.42,133.52,1444.02,80.08,311.25,313.4,258.1004,144.9,345.13,200.35,229.613,263.68,159.59,272.88
2021-09-28 00:00:00-04:00,141.92,324.2,578.67,171.29,197.27,287.88,132.91,101.52,3315.96,75.64,76.3499,491.04,152.48,272.32,241.7,55.52,76.36,137.4,133.89,71.26,340.65,122.24,109.36,287.88,2716.61,162.09,28.58,137.51,54.0,545.01,167.93,347.12,586.22,351.21,158.35,60.75,283.52,233.68,73.1516,583.85,612.53,206.94,206.05,90.5,476.325,106.72,262.31,129.9,1369.59,74.405,298.0,302.06,242.71,140.95,321.97,194.87,225.58,252.38,151.06,261.89
2021-09-29 00:00:00-04:00,142.84,323.7,577.76,168.85,199.61,287.99,128.27,100.34,3302.75,74.54,77.39,489.69,152.27,270.53,239.57,55.48,75.58,138.16,137.94,69.98,339.64,123.36,110.71,288.93,2687.06,160.71,27.31,139.19,53.505,546.93,166.9,335.31,567.61,353.08,153.07,60.18,284.0,235.73,71.65,599.05,617.84,205.17,198.77,91.25,472.9,107.86,259.07,129.28,1346.5,71.7727,293.8,302.705,236.04,138.73,312.87,193.1,226.63,249.48,148.28,257.59
2021-09-30 00:00:00-04:00,141.32,319.85,575.64,167.47,199.89,285.07,128.7396,102.89,3286.61,73.21,77.38,485.16,151.5,271.15,245.64,54.42,74.21,141.35,142.31,69.66,339.24,121.68,108.52,292.05,2671.12,157.56,27.36,138.88,53.26,539.67,164.29,334.58,568.87,347.55,153.5,60.31,281.75,232.31,70.96,610.04,622.03,207.14,195.87,87.13,479.0,112.45,260.21,128.99,1354.92,73.87,302.35,299.4,239.83,137.21,319.05,192.21,222.63,249.93,150.84,261.51
2021-10-01 00:00:00-04:00,142.66,324.9,577.34,167.37,201.99,284.03,129.1,102.42,3283.17,74.63,78.54,487.52,153.08,275.4,249.27,55.11,75.29,144.57,143.59,69.87,343.0,123.26,109.78,298.0,2729.93,159.85,28.1,143.33,53.86,543.97,165.5,335.02,569.62,360.34,152.63,59.82,289.1,234.35,70.97,613.15,632.8,207.42,192.85,89.76,486.51,115.11,264.55,128.66,1350.35,75.28,303.97,302.38,239.25,141.8,324.49,193.78,230.51,254.55,152.03,267.54
2021-10-04 00:00:00-04:00,139.19,319.56,558.58,164.26,200.1,272.93,125.21,100.35,3191.7,73.55,77.2,476.2,148.1,270.89,238.82,54.22,74.36,137.12,143.18,68.5,326.32,121.02,108.29,288.88,2675.27,156.27,28.09,144.14,53.51,525.55,161.17,329.06,550.14,344.16,146.63,57.59,283.14,231.54,70.63,603.63,618.15,197.36,188.94,89.26,469.595,115.03,255.02,126.68,1314.9666,71.22,294.67,289.22,226.29,140.33,313.35,190.41,224.68,249.65,148.0,259.7
2021-10-05 00:00:00-04:00,141.1,325.12,566.66,165.41,203.84,276.1,128.07,101.8099,3220.99,74.58,76.8,485.42,150.21,271.745,245.15,54.69,74.44,141.87,144.05,69.97,332.975,120.34,108.02,298.5,2720.45,157.63,28.3,143.16,53.95,533.36,162.75,331.23,555.85,343.35,148.01,59.39,288.75,232.19,70.49,634.81,633.42,204.5,191.67,91.48,475.74,116.83,260.17,127.56,1317.49,73.41,300.38,293.35,235.98,143.61,320.25,193.87,224.28,252.08,151.96,257.12
2021-10-06 00:00:00-04:00,141.99,325.08,570.31,166.07,204.98,277.42,126.56,103.63,3263.2,74.55,77.3,488.69,150.04,275.27,248.22,53.95,74.36,143.31,134.1,71.54,333.69,121.11,108.47,301.86,2749.5,158.53,27.75,142.35,53.99,534.5,161.17,328.88,551.845,348.66,147.76,63.76,293.11,233.77,69.95,639.13,629.36,207.0,190.99,91.33,486.21,118.05,264.03,128.08,1350.18,73.12,309.51,294.46,239.12,144.4,316.88,194.35,226.45,256.33,153.86,253.65
2021-10-07 00:00:00-04:00,143.28,326.24,578.81,166.98,207.57,283.02,127.91,106.45,3302.43,75.6,77.36,493.93,152.25,274.6,249.75,55.02,75.26,142.09,137.59,74.16,329.22,121.31,109.25,309.59,2785.37,159.87,28.06,141.8,54.18,537.71,163.24,330.11,556.06,354.02,149.25,65.17,294.94,236.84,70.55,631.85,638.0,210.75,193.84,92.3,493.67,118.64,263.54,127.83,1399.85,76.29,319.91,298.37,249.1899,146.44,324.21,195.34,230.57,257.98,158.07,256.27
2021-10-08 00:00:00-04:00,143.01,325.24,576.93,168.63,206.15,278.83,126.21,105.05,3290.57,75.76,77.64,492.59,150.12,272.5,245.09,55.09,75.49,140.29,140.0,75.05,330.0,120.04,107.88,307.11,2796.99,159.35,27.9,143.25,53.81,531.33,161.8,326.15,549.64,354.96,146.1,64.62,294.85,236.79,70.13,632.66,617.58,208.26,190.26,94.39,492.97,118.67,260.07,126.52,1378.34,75.0,313.2,291.7,238.57,145.66,320.61,195.24,230.33,255.9,156.04,255.24
2021-10-11 00:00:00-04:00,142.8,326.5,572.89,167.86,203.73,276.54,127.5,104.67,3245.15,75.06,76.32,492.19,149.51,273.7,244.17,54.92,75.38,141.89,139.48,74.48,325.39,115.87,103.77,306.78,2777.7,151.45,27.675,142.43,53.45,525.26,161.68,325.2,552.44,347.25,143.88,63.4,294.21,235.48,69.23,626.82,615.85,206.89,185.93,95.28,499.81,117.34,255.02,124.92,1356.45,73.56,309.68,288.68,232.45,145.63,320.59,193.36,225.05,253.55,155.27,253.86
2021-10-12 00:00:00-04:00,141.46,327.59,580.69,164.02,203.79,275.945,126.76,105.0599,3247.33,73.99,74.92,485.41,150.19,278.99,252.73,54.27,75.11,145.59,136.66,74.68,323.75,116.06,104.3,306.63,2728.98,151.0,26.55,140.46,52.17,527.12,161.36,319.55,546.79,345.34,140.99,63.61,292.88,239.33,66.735,624.94,629.13,206.68,183.12,95.58,505.35,117.31,255.86,122.97,1357.13,75.27,312.97,292.03,237.28,141.5,326.53,188.54,224.05,257.19,155.9,255.61
2021-10-13 00:00:00-04:00,140.96,330.3,591.38,164.28,205.23,283.5,128.24,109.21,3285.0,74.44,75.27,485.25,153.53,284.43,270.4401,54.63,75.64,155.89,136.44,74.92,324.54,116.77,104.35,310.1,2753.64,152.5,26.49,140.79,52.29,535.19,164.1,320.52,544.38,342.47,70.22,63.44,296.37,241.4,66.42,629.88,639.88,209.47,183.1,96.4,504.65,117.48,256.36,125.07,1398.17,74.96,328.05,296.45,242.72,141.46,345.99,187.16,222.51,266.78,161.72,266.18
2021-10-14 00:00:00-04:00,143.7554,338.96,607.5,168.23,208.55,289.18,132.08,112.01,3299.88,76.43,76.12,497.65,157.33,290.03,276.0,55.63,77.46,153.26,135.7,74.68,328.49,121.68,107.78,313.81,2821.31,154.88,27.49,143.41,53.92,543.96,168.25,330.0,567.98,344.61,72.5,65.31,302.76,245.14,67.8,633.8,653.02,217.46,189.1,95.3,502.98,118.74,266.45,128.67,1406.96,76.6399,332.03,304.92,247.52,146.93,357.45,192.54,225.15,271.11,165.8,267.01
2021-10-15 00:00:00-04:00,144.83,341.81,610.17,172.03,213.01,291.29,131.59,112.11,3409.23,77.06,76.34,503.27,155.7,291.71,273.11,55.24,78.84,154.48,134.75,74.94,324.82,124.85,109.79,315.29,2829.16,160.59,28.28,144.61,54.46,552.21,168.71,329.11,564.47,355.98,72.79,65.66,304.21,239.8,67.69,628.49,663.39,218.62,189.83,95.34,507.85,119.16,268.44,130.21,1425.0,77.32,333.48,306.26,249.0,147.3,353.22,194.45,231.0,270.99,167.32,266.32
2021-10-18 00:00:00-04:00,146.54,343.18,622.78,173.29,212.65,292.67,133.28,116.45,3446.01,77.5,76.4,503.36,157.49,291.62,285.65,55.2,78.9,157.43,134.68,74.24,335.34,122.99,110.03,326.86,2855.45,159.37,28.6,142.3,54.46,564.59,172.64,326.77,568.64,358.46,73.83,67.17,307.25,243.09,67.26,638.12,666.22,222.22,192.2,96.5,515.39,120.08,270.33,130.12,1465.09,75.81,337.95,307.3,252.278,147.26,361.05,194.9,230.65,272.67,170.39,274.44
